Instrument,Date,Price,MktCap,REF_PE,EPSAct_LTM,REF_PCF,OpCF,OpCFPS,CALC_PE,CALC_EP,CALC_PCF_MktCap_div_OpCF,CALC_PCF_Price_div_OpCFPS,CALC_CFP_OpCF_div_MktCap
ACCP.PA,2024-01-22,36.04,9092508246.08,15.9705050827329,,15.9517688527719,512000000.0,2.21540636442984,,,17.758805168125,16.26789584910997,0.05631009465630516
ACCP.PA,2024-01-23,35.78,9026913014.55999,15.8552905621582,,15.8366894992281,512000000.0,2.21540636442984,,,17.63068948156248,16.150535890154128,0.05671927924575853
ACCP.PA,2024-01-24,36.2,9132874542.4,16.0414063261635,,16.0225869164912,512000000.0,2.21540636442984,,,17.837645590624998,16.340117362313567,0.056061210260034196
ACCP.PA,2024-01-25,36.77,9276679473.04,16.2939920058848,,16.2748762684912,512000000.0,2.21540636442984,,,18.118514595781253,16.59740650310138,0.055192162399054605
ACCP.PA,2024-01-26,37.02,9339751811.03992,16.4047751987451,,16.3855294930526,512000000.0,2.21540636442984,,,18.241702755937347,16.710252617481995,0.05481944385232996
ACCP.PA,2024-01-29,37.01,9337228917.52,16.4003438710306,,16.3811033640702,512000000.0,2.21540636442984,,,18.23677522953125,16.70573877290677,0.05483425591497535
ACCP.PA,2024-01-30,36.95,9322091556.4,16.3737559047442,,16.3545465901754,512000000.0,2.21540636442984,,,18.207210071093748,16.678655705455423,0.054923296655297375
ACCP.PA,2024-01-31,36.7,9259019218.39999,16.2629727118839,,16.243893365614,512000000.0,2.21540636442984,,,18.08402191093748,16.565809591074803,0.05529743355349428
ACCP.PA,2024-02-01,36.25,9145489010.0,16.0635629647355,,16.0447175614035,512000000.0,2.21540636442984,,,17.86228322265625,16.36268658518969,0.05598388445277898
ACCP.PA,2024-02-02,36.6,9233790283.19999,16.2186594347398,,16.1996320757895,512000000.0,2.21540636442984,,,18.03474664687498,16.520671145322556,0.05544851943752022
ACCP.PA,2024-02-05,36.62,9238836070.24,16.2275220901687,,16.2084843337544,512000000.0,2.21540636442984,,,18.0446016996875,16.529698834473002,0.055418236248313435
ACCP.PA,2024-02-06,36.94,9319568662.87991,16.3693245770298,,16.350120461193,512000000.0,2.21540636442984,,,18.202282544687325,16.674141860880194,0.05493816490019647
ACCP.PA,2024-02-07,37.06,9349843385.11996,16.4225005096027,,16.4032340089824,512000000.0,2.21540636442984,,,18.261412861562423,16.728307995782895,0.054760275537324515
ACCP.PA,2024-02-08,37.12,9364980746.23992,16.4490884758891,,16.4297907828772,512000000.0,2.21540636442984,,,18.290978019999844,16.755391063234242,0.05467176216091744
ACCP.PA,2024-02-09,37.27,9402824149.03998,16.5155583916053,,16.496182717614,512000000.0,2.21540636442984,,,18.36489091609371,16.823098731862615,0.05445172555442024
ACCP.PA,2024-02-12,37.4,9435621764.79992,16.5731656518926,,16.5537223943859,512000000.0,2.21540636442984,,,18.42894875937484,16.881778711340534,0.0542624548506218
ACCP.PA,2024-02-13,37.05,9347320491.59991,16.4180691818883,,16.39880788,512000000.0,2.21540636442984,,,18.256485335156075,16.723794151207667,0.05477505563868441
ACCP.PA,2024-02-14,37.24,9395255468.47994,16.5022644084621,,16.4829043306666,512000000.0,2.21540636442984,,,18.350108336874882,16.80955719813694,0.05449559106909911
ACCP.PA,2024-02-15,36.98,9329660236.95991,16.3870498878874,,16.3678249771228,512000000.0,2.21540636442984,,,18.221992650312323,16.692197239181095,0.0548787401680167
ACCP.PA,2024-02-16,36.98,9329660236.95997,16.3870498878874,,16.3678249771228,512000000.0,2.21540636442984,,,18.221992650312444,16.692197239181095,0.05487874016801634
ACCP.PA,2024-02-19,37.25,9397778361.99995,16.5066957361765,,16.4873304596491,512000000.0,2.21540636442984,,,18.355035863281152,16.814071042712165,0.05448096138022144
ACCP.PA,2024-02-20,37.85,9549151973.19997,16.7725753990411,,16.7528981985965,512000000.0,2.21540636442984,,,18.650687447656193,17.084901717225648,0.053617326589517685
ACCP.PA,2024-02-21,37.96,9576903801.91998,16.8213200038996,,16.8015856174035,512000000.0,2.21540636442984,,,18.70489023812496,17.13455400755312,0.05346195498981144
ACCP.PA,2024-02-22,40.45,10205104288.4,17.9247206047876,1.86,17.9036917340351,642000000.0,2.40504524637668,21.747311827956988,0.045982694684796044,15.895801072274143,16.818810399072508,0.06290969517379186
ACCP.PA,2024-02-23,41.03,10351432112.56,18.1817376122234,1.86,18.1604072150175,642000000.0,2.40504524637668,22.059139784946236,0.045332683402388496,16.123726032024923,17.059970103187762,0.062020403845476
ACCP.PA,2024-02-26,40.54,10227810330.0799,17.9646025542173,1.86,17.9435268948772,642000000.0,2.40504524637668,21.79569892473118,0.04588061174148989,15.931168738442214,16.856231732469702,0.06277003378835484
ACCP.PA,2024-02-27,40.49,10215195862.4799,17.9424459156452,1.86,17.9213962499649,642000000.0,2.40504524637668,21.768817204301076,0.045937268461348484,15.911520035015421,16.835442102804592,0.06284754679624364
ACCP.PA,2024-02-28,40.37,10184921140.2399,17.8892699830723,1.86,17.8682827021754,642000000.0,2.40504524637668,21.704301075268816,0.046073817190983406,15.864363146791122,16.78554699160833,0.06303436140153344
ACCP.PA,2024-02-29,40.09,10114280121.68,17.7651928070689,1.86,17.7443510906666,642000000.0,2.40504524637668,21.553763440860216,0.046395609877775,15.754330407601246,16.66912506548373,0.06347461136891694
ACCP.PA,2024-03-01,39.74,10025978848.48,17.6100963370645,1.86,17.5894365762807,642000000.0,2.40504524637668,21.365591397849464,0.046804227478610974,15.616789483613706,16.52359765782797,0.06403364795621239
ACCP.PA,2024-03-04,39.35,9927586001.19996,17.4372745562025,1.86,17.4168175459649,642000000.0,2.40504524637668,21.155913978494624,0.04726810673443456,15.463529596884674,16.361438546440127,0.0646682889397685
